target,POP,EDUCATION,HOUSES,INCOME,XCOORD,YCOORD
-0.6615588412165536,9.972920327251463,9.246286498749653,9.004053937728395,12.134914932463712,-86641472.0,32542207.0
-0.6508589521664341,10.9033470758296,10.221213746336286,9.965757878262252,13.056638018920523,-87754736.0,30654881.0
-0.6171144940597504,9.722205455316836,8.753529336516431,8.707648248106914,11.63062849742644,-85388993.0,31863073.0
-0.6390700791847426,9.273690687476943,8.183118079394745,8.277411998949004,11.24371179680149,-87126855.0,32996943.0
-0.7002735664890825,10.151518819358117,9.207736986106068,9.240675571772256,12.155100352247834,-86566214.0,33979740.0
-0.2263670180893786,8.863474306170954,7.789040401657477,7.826842098158293,10.644734182586555,-85717786.0,32101773.0
-0.5731808358757835,9.605351022180487,8.644706511715198,8.57828829077605,11.508897363049792,-86682302.0,31751982.0
-0.8798741081199406,11.358316346742807,10.520644220844389,10.222740963825228,13.415306088401117,-85825619.0,33774548.0
-0.8320061916372712,10.216215833592424,9.258368340986763,9.220488703027998,12.219270173774218,-85389802.0,32915184.0
-0.7329621444298553,9.502935356288608,8.487764380725425,8.530109416682784,11.532522188716786,-85605750.0,34187088.0
-0.6231393429062795,9.971239654586949,9.018453210312527,9.058121158998672,11.968728744814822,-86718688.0,32844987.0
-0.5165840879281856,9.308374112247549,8.321664807135,8.406038142050075,11.269821523916,-88265781.0,32024863.0
-0.5354107241095853,9.809945808127765,8.915969311373605,8.858084222199162,11.846865927926942,-87835981.0,31677523.0
-0.5060814839858363,9.162514742493578,8.230044310126114,8.189799618728228,11.04685010994231,-85859858.0,33268721.0
-0.6694483294382056,9.08704215563169,7.954021087278037,8.142936010432265,11.053093924165848,-85517385.0,33670870.0
-0.7019152557551642,10.204850612043773,9.460320577243952,9.190035618635818,12.299562988617511,-85989130.0,31402888.0
-0.6592507979248126,10.563388139302438,9.798127036878302,9.596962392282869,12.739845945736416,-87796569.0,34707296.0
-0.5651703974345779,9.294405747093853,8.252967195000798,8.369388996647842,11.178039968810271,-86992999.0,31428183.0
-0.6314082531747989,8.97638862194537,7.960672608388117,8.034631032923107,10.931033392770376,-86239249.0,32935503.0
-0.6800175653904148,10.198430699466112,9.224736252259914,9.266437111328052,12.160573061458807,-86453162.0,31248133.0
-0.6401099968582571,9.207235557022704,8.066835314417336,8.198089248956116,11.022278214892363,-86311599.0,31731354.0
-0.6755471617110356,10.685194910075554,9.749520189238702,9.735423867488873,12.723612677123878,-86866896.0,34131670.0
-0.9685252836092476,10.40783222020243,9.689922976002242,9.110409533351133,12.445376906283556,-85612338.0,31426115.0
-0.6701538177561979,10.476414354531222,9.644068945357208,9.256364810287462,12.434116172332576,-87109517.0,32329593.0
-0.7082545315658546,10.543998432015464,9.520175249069098,9.616471924627508,12.556958364195296,-85798731.0,34459830.0
-0.6873039405878192,10.315696536177638,9.579003173560242,9.31343832997975,12.425790335276192,-86138157.0,32599910.0
-0.7885855737114547,10.185654444299798,9.321971188147367,9.16868469670735,12.173068966508245,-87162695.0,31136909.0
-0.665008044083006,11.205231143253116,10.430816248401133,10.21189094780116,13.352145643605656,-86038250.0,34047533.0
-0.6742632650119234,9.49732219931357,8.496582237512113,8.534246945982066,11.509800587622705,-87735378.0,33729772.0
-0.636671701837658,9.920541307101956,8.954415331137593,8.97727273946428,11.948732240322183,-87843648.0,34435932.0
-0.5718265280626085,9.74425732696557,8.803424211600703,8.798605650854423,11.81637999566221,-85837337.0,31094395.0
-0.4466219958622996,8.866863661202087,7.748028524432376,7.774015077250727,10.56941768680252,-87951231.0,32854779.0
-0.5394145434627422,9.235423152343646,8.076204527239026,8.181440695719374,10.97303141870689,-87625424.0,32755765.0
-0.5903160180570168,9.269457976459272,8.284504227258497,8.300776960851454,11.220887251632076,-85239835.0,31516095.0
-0.795210243903993,10.8487543926468,10.124067821447174,9.80890211004626,13.0276284321209,-85304578.0,31151186.0
-0.9185271927294014,10.47973568161053,9.556197008479035,9.487972108574462,12.543512271222513,-86002129.0,34776174.0
-0.6303334881371772,13.09689171143066,12.466481152596494,11.96844977295113,15.372937655496642,-86896716.0,33552433.0
-0.6255216708839466,9.355565624128962,8.344742754417545,8.36450810375059,11.337106718997148,-88096415.0,33775081.0
-0.7478053978495094,10.960357284207449,10.19294305153705,9.95165847739742,13.134432254631738,-87647581.0,34903733.0
-0.8309875101808846,9.906881785604144,8.876544550558378,8.959954084268098,11.884054444229108,-87310217.0,34519990.0
-0.9541591608277108,10.95168335529022,10.014536856311423,9.672689782285058,12.971735817428854,-85355886.0,32597367.0
